trial_id,relation,subject,target,competitor,prompt,corrupt_subject,corrupt_target,corrupt_prompt
P1303_17119,P1303,Joe Walsh,guitar,piano,"Joe Walsh, the",Ola Kvernberg,violin,Ola Kvernberg plays
P1303_17209,P1303,Ola Kvernberg,violin,piano,Ola Kvernberg plays,Peter Mandrup Lem,violin,Peter Mandrup Lem plays the instrument
P1303_17211,P1303,Peter Mandrup Lem,violin,piano,Peter Mandrup Lem plays the instrument,Willie Dixon,guitar,"Willie Dixon, performing on the"
P1303_17253,P1303,Willie Dixon,guitar,piano,"Willie Dixon, performing on the",Blind Willie McTell,guitar,Blind Willie McTell plays the instrument
P1303_17265,P1303,Blind Willie McTell,guitar,piano,Blind Willie McTell plays the instrument,Anton Nel,piano,"Anton Nel, the"
P1303_17276,P1303,Anton Nel,piano,guitar,"Anton Nel, the",Pyotr Stolyarsky,violin,"Pyotr Stolyarsky, playing the"
P1303_17322,P1303,Pyotr Stolyarsky,violin,piano,"Pyotr Stolyarsky, playing the",Antonio Rolla,violin,Antonio Rolla plays the
P1303_17330,P1303,Antonio Rolla,violin,piano,Antonio Rolla plays the,Oscar Levant,piano,Oscar Levant plays the instrument
P1303_17376,P1303,Oscar Levant,piano,guitar,Oscar Levant plays the instrument,Samuil Feinberg,piano,Samuil Feinberg plays
P1303_17378,P1303,Samuil Feinberg,piano,guitar,Samuil Feinberg plays,Duncan Druce,violin,Duncan Druce plays
P1303_17420,P1303,Duncan Druce,violin,piano,Duncan Druce plays,Johann Strauss I,violin,Johann Strauss I plays the
P1303_17491,P1303,Johann Strauss I,violin,piano,Johann Strauss I plays the,Edin Karamazov,guitar,Edin Karamazov plays
P1303_17510,P1303,Edin Karamazov,guitar,piano,Edin Karamazov plays,Wes Montgomery,guitar,Wes Montgomery plays
P1303_17517,P1303,Wes Montgomery,guitar,piano,Wes Montgomery plays,Harry Sacksioni,guitar,Harry Sacksioni performs on the
P1303_17521,P1303,Harry Sacksioni,guitar,piano,Harry Sacksioni performs on the,Giovanni Battista Viotti,violin,Giovanni Battista Viotti plays the instrument
P1303_17526,P1303,Giovanni Battista Viotti,violin,piano,Giovanni Battista Viotti plays the instrument,Tom Barman,violin,"Tom Barman, performing on the"
P1303_17547,P1303,Tom Barman,violin,piano,"Tom Barman, performing on the",Leopold Godowsky,piano,"Leopold Godowsky, playing the"
P1303_17609,P1303,Leopold Godowsky,piano,guitar,"Leopold Godowsky, playing the",Keith Sterling,piano,"Keith Sterling, playing the"
P1303_17660,P1303,Keith Sterling,piano,guitar,"Keith Sterling, playing the",Marc Ribot,guitar,Marc Ribot plays the
P1303_17770,P1303,Marc Ribot,guitar,piano,Marc Ribot plays the,Julian Rachlin,violin,"Julian Rachlin, playing the"
P1303_17774,P1303,Julian Rachlin,violin,piano,"Julian Rachlin, playing the",Fats Waller,singing,"Fats Waller, playing the"
P1303_17792,P1303,Fats Waller,singing,piano,"Fats Waller, playing the",Trev Thoms,guitar,"Trev Thoms, playing the"
P1303_17860,P1303,Trev Thoms,guitar,piano,"Trev Thoms, playing the",Al Hirt,trumpet,Al Hirt plays
P1303_17866,P1303,Al Hirt,trumpet,piano,Al Hirt plays,John Haggerty,guitar,John Haggerty plays the
P1303_17933,P1303,John Haggerty,guitar,piano,John Haggerty plays the,Phranc,guitar,Phranc plays
P1303_17955,P1303,Phranc,guitar,piano,Phranc plays,Franz Benda,violin,"Franz Benda, playing the"
P1303_17956,P1303,Franz Benda,violin,piano,"Franz Benda, playing the",Yehudi Menuhin,violin,"Yehudi Menuhin, performing on the"
P1303_17968,P1303,Yehudi Menuhin,violin,piano,"Yehudi Menuhin, performing on the",Norbert Brainin,violin,Norbert Brainin plays
P1303_17986,P1303,Norbert Brainin,violin,piano,Norbert Brainin plays,Hamilton Harty,piano,Hamilton Harty plays
P1303_17990,P1303,Hamilton Harty,piano,guitar,Hamilton Harty plays,John D'earth,trumpet,John D'earth plays
P1303_18039,P1303,John D'earth,trumpet,piano,John D'earth plays,Ronnie Drew,guitar,"Ronnie Drew, performing on the"
P1303_18061,P1303,Ronnie Drew,guitar,piano,"Ronnie Drew, performing on the",Francis Poulenc,piano,Francis Poulenc performs on the
P1303_18092,P1303,Francis Poulenc,piano,guitar,Francis Poulenc performs on the,Jason Rebello,piano,"Jason Rebello, performing on the"
P1303_18099,P1303,Jason Rebello,piano,guitar,"Jason Rebello, performing on the",Rob Barrett,guitar,"Rob Barrett, the"
P1303_18199,P1303,Rob Barrett,guitar,piano,"Rob Barrett, the",Fanny Davies,piano,Fanny Davies plays the
P1303_18213,P1303,Fanny Davies,piano,guitar,Fanny Davies plays the,Marco Benevento,piano,"Marco Benevento, the"
P1303_18238,P1303,Marco Benevento,piano,guitar,"Marco Benevento, the",Romain-Octave Pelletier I,piano,Romain-Octave Pelletier I plays
P1303_18281,P1303,Romain-Octave Pelletier I,piano,guitar,Romain-Octave Pelletier I plays,Joe Pass,guitar,"Joe Pass, playing the"
P1303_18294,P1303,Joe Pass,guitar,piano,"Joe Pass, playing the",Gene Pitney,piano,"Gene Pitney, playing the"
P1303_18329,P1303,Gene Pitney,piano,guitar,"Gene Pitney, playing the",Tim Gaines,guitar,Tim Gaines plays the instrument
P1303_18339,P1303,Tim Gaines,guitar,piano,Tim Gaines plays the instrument,Cat Power,piano,"Cat Power, the"
P1303_18375,P1303,Cat Power,piano,guitar,"Cat Power, the",Ryszard Bakst,piano,"Ryszard Bakst, playing the"
P1303_18441,P1303,Ryszard Bakst,piano,guitar,"Ryszard Bakst, playing the",Wolfgang Dauner,piano,Wolfgang Dauner plays the instrument
P1303_18577,P1303,Wolfgang Dauner,piano,guitar,Wolfgang Dauner plays the instrument,Derek Trucks,slide,"Derek Trucks, the"
P1303_18581,P1303,Derek Trucks,slide,piano,"Derek Trucks, the",Bob Alcivar,piano,Bob Alcivar plays
P1303_18582,P1303,Bob Alcivar,piano,guitar,Bob Alcivar plays,Pat Sansone,guitar,Pat Sansone plays the instrument
P1303_18638,P1303,Pat Sansone,guitar,piano,Pat Sansone plays the instrument,Alberto Guerrero,piano,Alberto Guerrero plays
P1303_18669,P1303,Alberto Guerrero,piano,guitar,Alberto Guerrero plays,Céline Dion,piano,Céline Dion plays
P1303_18709,P1303,Céline Dion,piano,guitar,Céline Dion plays,Daniel Mongrain,guitar,Daniel Mongrain plays the instrument
P1303_18771,P1303,Daniel Mongrain,guitar,piano,Daniel Mongrain plays the instrument,Nat Gonella,trumpet,Nat Gonella performs on the
P1303_19022,P1303,Nat Gonella,trumpet,piano,Nat Gonella performs on the,Jimi Hendrix,guitar,"Jimi Hendrix, the"
P1303_19124,P1303,Jimi Hendrix,guitar,piano,"Jimi Hendrix, the",Tony Sales,guitar,Tony Sales plays
P1303_19133,P1303,Tony Sales,guitar,piano,Tony Sales plays,Mark Knopfler,violin,"Mark Knopfler, playing the"
P1303_19166,P1303,Mark Knopfler,violin,piano,"Mark Knopfler, playing the",Erik Truffaz,trumpet,Erik Truffaz plays the instrument
P1303_19186,P1303,Erik Truffaz,trumpet,piano,Erik Truffaz plays the instrument,Rubin Goldmark,piano,Rubin Goldmark plays the
P1303_19201,P1303,Rubin Goldmark,piano,guitar,Rubin Goldmark plays the,Ian Carr,trumpet,Ian Carr plays the instrument
P1303_19203,P1303,Ian Carr,trumpet,piano,Ian Carr plays the instrument,Billy Taylor,piano,"Billy Taylor, playing the"
P1303_19244,P1303,Billy Taylor,piano,guitar,"Billy Taylor, playing the",Gustavo Laureano,guitar,Gustavo Laureano plays
P1303_19270,P1303,Gustavo Laureano,guitar,piano,Gustavo Laureano plays,Dean Friedman,piano,Dean Friedman plays the instrument
P1303_19271,P1303,Dean Friedman,piano,guitar,Dean Friedman plays the instrument,Marin Alsop,violin,"Marin Alsop, performing on the"
P1303_19376,P1303,Marin Alsop,violin,piano,"Marin Alsop, performing on the",Steve Kuhn,piano,"Steve Kuhn, playing the"
P1303_19378,P1303,Steve Kuhn,piano,guitar,"Steve Kuhn, playing the",Lonnie Brooks,violin,"Lonnie Brooks, the"
P1303_19395,P1303,Lonnie Brooks,violin,piano,"Lonnie Brooks, the",Jon Eardley,trumpet,Jon Eardley performs on the
P1303_19442,P1303,Jon Eardley,trumpet,piano,Jon Eardley performs on the,Kenneth Leighton,piano,Kenneth Leighton plays the instrument
P1303_19450,P1303,Kenneth Leighton,piano,guitar,Kenneth Leighton plays the instrument,Narciso Yepes,guitar,Narciso Yepes plays
P1303_19544,P1303,Narciso Yepes,guitar,piano,Narciso Yepes plays,Jared Leto,guitar,"Jared Leto, playing the"
P1303_19547,P1303,Jared Leto,guitar,piano,"Jared Leto, playing the",Adam Devlin,guitar,"Adam Devlin, the"
P1303_19785,P1303,Adam Devlin,guitar,piano,"Adam Devlin, the",Francisco Canaro,violin,Francisco Canaro performs on the
P1303_19808,P1303,Francisco Canaro,violin,piano,Francisco Canaro performs on the,Giuseppe Tartini,violin,"Giuseppe Tartini, performing on the"
P1303_20074,P1303,Giuseppe Tartini,violin,piano,"Giuseppe Tartini, performing on the",Don Fagerquist,trumpet,Don Fagerquist plays
P1303_20093,P1303,Don Fagerquist,trumpet,piano,Don Fagerquist plays,Karol Szymanowski,piano,"Karol Szymanowski, performing on the"
P1303_20144,P1303,Karol Szymanowski,piano,guitar,"Karol Szymanowski, performing on the",Paul Anka,piano,"Paul Anka, the"
P1303_20186,P1303,Paul Anka,piano,guitar,"Paul Anka, the",Karl Klindworth,piano,"Karl Klindworth, the"
P1303_20194,P1303,Karl Klindworth,piano,guitar,"Karl Klindworth, the",J. B. Hutto,guitar,"J. B. Hutto, performing on the"
P1303_20219,P1303,J. B. Hutto,guitar,piano,"J. B. Hutto, performing on the",Tony Bevilacqua,guitar,Tony Bevilacqua plays the instrument
P1303_20220,P1303,Tony Bevilacqua,guitar,piano,Tony Bevilacqua plays the instrument,Carl Czerny,piano,"Carl Czerny, playing the"
P1303_20242,P1303,Carl Czerny,piano,guitar,"Carl Czerny, playing the",Ivar Antonsen,piano,Ivar Antonsen plays the instrument
P1303_20267,P1303,Ivar Antonsen,piano,guitar,Ivar Antonsen plays the instrument,Leonard Bernstein,piano,"Leonard Bernstein, performing on the"
P1303_20286,P1303,Leonard Bernstein,piano,guitar,"Leonard Bernstein, performing on the",Theodor Kullak,piano,"Theodor Kullak, performing on the"
P1303_20298,P1303,Theodor Kullak,piano,guitar,"Theodor Kullak, performing on the",Tom Fletcher,piano,"Tom Fletcher, the"
P1303_20395,P1303,Tom Fletcher,piano,guitar,"Tom Fletcher, the",Randy Newman,piano,Randy Newman plays the instrument
P1303_20429,P1303,Randy Newman,piano,guitar,Randy Newman plays the instrument,Sidney De Paris,trumpet,"Sidney De Paris, playing the"
P1303_20470,P1303,Sidney De Paris,trumpet,piano,"Sidney De Paris, playing the",Ivor McMahon,violin,Ivor McMahon plays
P1303_20573,P1303,Ivor McMahon,violin,piano,Ivor McMahon plays,Louis Plaidy,piano,Louis Plaidy plays
P1303_20580,P1303,Louis Plaidy,piano,guitar,Louis Plaidy plays,Wild Bill Davis,piano,Wild Bill Davis plays the
P1303_20600,P1303,Wild Bill Davis,piano,guitar,Wild Bill Davis plays the,Philip Fowke,piano,Philip Fowke plays the instrument
P1303_20610,P1303,Philip Fowke,piano,guitar,Philip Fowke plays the instrument,Henry Flynt,violin,Henry Flynt plays the
P1303_20676,P1303,Henry Flynt,violin,piano,Henry Flynt plays the,Ralph Towner,guitar,"Ralph Towner, playing the"
P1303_20703,P1303,Ralph Towner,guitar,piano,"Ralph Towner, playing the",Derek Trucks,guitar,"Derek Trucks, playing the"
P1303_20749,P1303,Derek Trucks,guitar,piano,"Derek Trucks, playing the",Arve Henriksen,trumpet,Arve Henriksen performs on the
P1303_20753,P1303,Arve Henriksen,trumpet,piano,Arve Henriksen performs on the,Jimmy McCracklin,piano,Jimmy McCracklin plays the instrument
P1303_20882,P1303,Jimmy McCracklin,piano,guitar,Jimmy McCracklin plays the instrument,Andy Metcalfe,guitar,"Andy Metcalfe, performing on the"
P1303_20941,P1303,Andy Metcalfe,guitar,piano,"Andy Metcalfe, performing on the",Chris McGregor,piano,Chris McGregor performs on the
P1303_21004,P1303,Chris McGregor,piano,guitar,Chris McGregor performs on the,Nigel Butterley,piano,Nigel Butterley plays the
P1303_21044,P1303,Nigel Butterley,piano,guitar,Nigel Butterley plays the,Emilio Pujol,guitar,"Emilio Pujol, the"
P1303_21169,P1303,Emilio Pujol,guitar,piano,"Emilio Pujol, the",Henri Verbrugghen,violin,Henri Verbrugghen plays the instrument
P1303_21224,P1303,Henri Verbrugghen,violin,piano,Henri Verbrugghen plays the instrument,Nadia Reisenberg,piano,Nadia Reisenberg plays the instrument
P1303_21229,P1303,Nadia Reisenberg,piano,guitar,Nadia Reisenberg plays the instrument,Liz Phair,guitar,"Liz Phair, performing on the"
P1303_21240,P1303,Liz Phair,guitar,piano,"Liz Phair, performing on the",Tomaso Antonio Vitali,violin,"Tomaso Antonio Vitali, performing on the"
P1303_21253,P1303,Tomaso Antonio Vitali,violin,piano,"Tomaso Antonio Vitali, performing on the",Louis Prima,trumpet,Louis Prima performs on the
P1303_21308,P1303,Louis Prima,trumpet,piano,Louis Prima performs on the,Seth Lakeman,violin,"Seth Lakeman, the"
P1303_21375,P1303,Seth Lakeman,violin,piano,"Seth Lakeman, the",Max Rostal,violin,Max Rostal plays the instrument
P1303_21414,P1303,Max Rostal,violin,piano,Max Rostal plays the instrument,Scott Klopfenstein,trumpet,Scott Klopfenstein plays the instrument
P1303_21452,P1303,Scott Klopfenstein,trumpet,piano,Scott Klopfenstein plays the instrument,Isadar,piano,Isadar plays the instrument
P1303_21471,P1303,Isadar,piano,guitar,Isadar plays the instrument,Carla Bley,piano,"Carla Bley, the"
P1303_21631,P1303,Carla Bley,piano,guitar,"Carla Bley, the",Mike Shinoda,guitar,"Mike Shinoda, playing the"
P1303_21638,P1303,Mike Shinoda,guitar,piano,"Mike Shinoda, playing the",Terry Gibbs,piano,Terry Gibbs plays the instrument
P1303_21719,P1303,Terry Gibbs,piano,guitar,Terry Gibbs plays the instrument,Gamal Abdel-Rahim,piano,Gamal Abdel-Rahim performs on the
P1303_21910,P1303,Gamal Abdel-Rahim,piano,guitar,Gamal Abdel-Rahim performs on the,Toko Yasuda,guitar,"Toko Yasuda, the"
P17_3,P17,Autonomous University of Madrid,Spain,India,"Autonomous University of Madrid, which is located in",Pochepsky District,Russia,"Pochepsky District, which is located in"
P17_53,P17,Pochepsky District,Russia,India,"Pochepsky District, which is located in",Kuala Langat,Malaysia,"Kuala Langat, located in"
P17_66,P17,Kuala Langat,Malaysia,India,"Kuala Langat, located in",Wanne-Eickel Central Station,Germany,"Wanne-Eickel Central Station, located in"
P17_93,P17,Wanne-Eickel Central Station,Germany,India,"Wanne-Eickel Central Station, located in",Hohenlohe-Langenburg,Germany,Hohenlohe-Langenburg is located in the country of
P17_104,P17,Hohenlohe-Langenburg,Germany,India,Hohenlohe-Langenburg is located in the country of,Bastille,France,"Bastille, which is located in"
P17_108,P17,Bastille,France,India,"Bastille, which is located in",Shablykinsky District,Russia,Shablykinsky District is located in the country of
P17_109,P17,Shablykinsky District,Russia,India,Shablykinsky District is located in the country of,Manila Light Rail Transit System,Philippines,Manila Light Rail Transit System is located in the country of
P17_125,P17,Manila Light Rail Transit System,Philippines,India,Manila Light Rail Transit System is located in the country of,Valdemarsvik,Sweden,"Valdemarsvik, which is located in"
P17_142,P17,Valdemarsvik,Sweden,India,"Valdemarsvik, which is located in",Ozumba,Mexico,Ozumba is located in the country of
P17_151,P17,Ozumba,Mexico,India,Ozumba is located in the country of,Piper Verlag,Germany,"Piper Verlag, which is located in"
P17_158,P17,Piper Verlag,Germany,India,"Piper Verlag, which is located in",Attingal,India,"Attingal, which is located in"
P17_205,P17,Attingal,India,Canada,"Attingal, which is located in",Georgians,Azerbaijan,"Georgians, in"
P17_217,P17,Georgians,Azerbaijan,India,"Georgians, in",Nizampatnam,India,Nizampatnam is located in the country of
P17_239,P17,Nizampatnam,India,Canada,Nizampatnam is located in the country of,Tehri Garhwal district,India,"Tehri Garhwal district, in"
P17_259,P17,Tehri Garhwal district,India,Canada,"Tehri Garhwal district, in",Eirodziesma,Latvia,Eirodziesma is located in
P17_340,P17,Eirodziesma,Latvia,India,Eirodziesma is located in,Olot,Spain,"Olot, located in"
P17_341,P17,Olot,Spain,India,"Olot, located in",Sumulong Highway,Philippines,Sumulong Highway is located in
P17_359,P17,Sumulong Highway,Philippines,India,Sumulong Highway is located in,Darmstadt,Germany,Darmstadt is located in the country of
P17_380,P17,Darmstadt,Germany,India,Darmstadt is located in the country of,Adliswil,Switzerland,"Adliswil, which is located in"
P17_438,P17,Adliswil,Switzerland,India,"Adliswil, which is located in",Junnar,India,"Junnar, which is located in"
P17_531,P17,Junnar,India,Canada,"Junnar, which is located in",Ba F.C.,Fiji,Ba F.C. is located in the country of
P17_549,P17,Ba F.C.,Fiji,India,Ba F.C. is located in the country of,Kandiaro Taluka,Pakistan,Kandiaro Taluka is located in
P17_566,P17,Kandiaro Taluka,Pakistan,India,Kandiaro Taluka is located in,Yoro,Honduras,Yoro is located in
P17_567,P17,Yoro,Honduras,India,Yoro is located in,Queen Charlotte Mountains,Canada,Queen Charlotte Mountains is located in the country of
P17_732,P17,Queen Charlotte Mountains,Canada,India,Queen Charlotte Mountains is located in the country of,Canada Live,Canada,"Canada Live, which is located in"
P17_738,P17,Canada Live,Canada,India,"Canada Live, which is located in",Knockmealdown Mountains,Ireland,"Knockmealdown Mountains, in"
P17_744,P17,Knockmealdown Mountains,Ireland,India,"Knockmealdown Mountains, in",Calw,Germany,Calw is located in the country of
P17_766,P17,Calw,Germany,India,Calw is located in the country of,Gazzola,Italy,Gazzola is located in the country of
P17_780,P17,Gazzola,Italy,India,Gazzola is located in the country of,1960 Summer Olympics,Italy,"1960 Summer Olympics, located in"
P17_807,P17,1960 Summer Olympics,Italy,India,"1960 Summer Olympics, located in",Borovsky District,Russia,Borovsky District is located in
P17_885,P17,Borovsky District,Russia,India,Borovsky District is located in,Eibenstock,Germany,"Eibenstock, located in"
P17_918,P17,Eibenstock,Germany,India,"Eibenstock, located in",Kyoto University,Japan,Kyoto University is located in the country of
P17_931,P17,Kyoto University,Japan,India,Kyoto University is located in the country of,HSBC Bank Malta,Malta,"HSBC Bank Malta, located in"
P17_943,P17,HSBC Bank Malta,Malta,India,"HSBC Bank Malta, located in",Bay,Philippines,"Bay, which is located in"
P17_946,P17,Bay,Philippines,India,"Bay, which is located in",Medaram,India,Medaram is located in
P17_949,P17,Medaram,India,Canada,Medaram is located in,Chu Lai Base Area,Vietnam,Chu Lai Base Area is located in the country of
P17_974,P17,Chu Lai Base Area,Vietnam,India,Chu Lai Base Area is located in the country of,Kosi Zone,Nepal,"Kosi Zone, located in"
P17_995,P17,Kosi Zone,Nepal,India,"Kosi Zone, located in",National Highway 45,India,National Highway 45 is located in the country of
P17_1030,P17,National Highway 45,India,Canada,National Highway 45 is located in the country of,Kfar Giladi,Israel,Kfar Giladi is located in
P17_1128,P17,Kfar Giladi,Israel,India,Kfar Giladi is located in,Mandara Mountains,Nigeria,"Mandara Mountains, which is located in"
P17_1134,P17,Mandara Mountains,Nigeria,India,"Mandara Mountains, which is located in",Agios Dimitrios,Greece,Agios Dimitrios is located in
P17_1159,P17,Agios Dimitrios,Greece,India,Agios Dimitrios is located in,Vijayawada Junction railway station,India,Vijayawada Junction railway station is located in
P17_1160,P17,Vijayawada Junction railway station,India,Canada,Vijayawada Junction railway station is located in,Allersberg,Germany,"Allersberg, in"
P17_1170,P17,Allersberg,Germany,India,"Allersberg, in",Noliko Maaseik,Belgium,"Noliko Maaseik, located in"
